Mod:Item:MetaData, Localized Name
tconstruct:wide_guard:0, Slime Wide Guard
tconstruct:wide_guard:0, Magma Slime Wide Guard
tconstruct:wide_guard:0, Netherrack Wide Guard
tconstruct:wide_guard:0, Cobalt Wide Guard
tconstruct:wide_guard:0, Ardite Wide Guard
tconstruct:wide_guard:0, Manyullyn Wide Guard
tconstruct:wide_guard:0, Copper Wide Guard
tconstruct:wide_guard:0, Bronze Wide Guard
tconstruct:wide_guard:0, Lead Wide Guard
tconstruct:wide_guard:0, Silver Wide Guard
tconstruct:wide_guard:0, Electrum Wide Guard
tconstruct:wide_guard:0, Steel Wide Guard
tconstruct:wide_guard:0, Enderium Wide Guard
tconstruct:wide_guard:0, Platinum Wide Guard
tconstruct:wide_guard:0, Iridium Wide Guard
tconstruct:wide_guard:0, Mithril Wide Guard
tconstruct:wide_guard:0, Signalum Wide Guard
tconstruct:wide_guard:0, Lumium Wide Guard
tconstruct:wide_guard:0, Constantan Wide Guard
tconstruct:wide_guard:0, Invar Wide Guard
tconstruct:wide_guard:0, Nickel Wide Guard
tconstruct:wide_guard:0, Tin Wide Guard
tconstruct:wide_guard:0, Brass Wide Guard
tconstruct:wide_guard:0, Aluminum Wide Guard
tconstruct:wide_guard:0, Zinc Wide Guard
tconstruct:wide_guard:0, Refined Obsidian Wide Guard
tconstruct:wide_guard:0, Refined Glowstone Wide Guard
tconstruct:wide_guard:0, Osmium Wide Guard
tconstruct:wide_guard:0, Manasteel Wide Guard
tconstruct:wide_guard:0, Terrasteel Wide Guard
tconstruct:wide_guard:0, Elementium Wide Guard
tconstruct:wide_guard:0, Gaia Spirit Wide Guard
tconstruct:wide_guard:0, Yellorium Wide Guard
tconstruct:wide_guard:0, Cyanite Wide Guard
tconstruct:wide_guard:0, Blutonium Wide Guard
tconstruct:wide_guard:0, Ludicrite Wide Guard
tconstruct:wide_guard:0, Quartz Enriched Iron Wide Guard
tconstruct:wide_guard:0, Draconium Wide Guard
tconstruct:wide_guard:0, Wyvern Draconium Wide Guard
tconstruct:wide_guard:0, Awakened Draconium Wide Guard
tconstruct:wide_guard:0, Chaotic Draconium Wide Guard
tconstruct:wide_guard:0, Psimetal Wide Guard
tconstruct:wide_guard:0, Psigem Wide Guard
tconstruct:wide_guard:0, Ivory Psimetal Wide Guard
tconstruct:wide_guard:0, Ebony Psimetal Wide Guard
tconstruct:wide_guard:0, Dark Matter Wide Guard
tconstruct:wide_guard:0, Red Matter Wide Guard
tconstruct:wide_guard:0, Fluxed Electrum Wide Guard
tconstruct:wide_guard:0, Refined Iron Wide Guard
tconstruct:wide_guard:0, Tungsten Wide Guard
tconstruct:wide_guard:0, Titanium Wide Guard
tconstruct:wide_guard:0, Chrome Wide Guard
tconstruct:wide_guard:0, Advanced Alloy Wide Guard
tconstruct:wide_guard:0, Ruby Wide Guard
tconstruct:wide_guard:0, Sapphire Wide Guard
tconstruct:wide_guard:0, Peridot Wide Guard
tconstruct:wide_guard:0, Yellow Garnet Wide Guard
tconstruct:wide_guard:0, Red Garnet Wide Guard
tconstruct:wide_guard:0, Rubber Wide Guard
tconstruct:wide_guard:0, Certus Quartz Wide Guard
tconstruct:wide_guard:0, Fluix Crystal Wide Guard
tconstruct:hand_guard:0, Steeleaf Hand Guard
tconstruct:hand_guard:0, Fiery Hand Guard
tconstruct:hand_guard:0, Knightly Hand Guard
tconstruct:hand_guard:0, Wooden Hand Guard
tconstruct:hand_guard:0, Stone Hand Guard
tconstruct:hand_guard:0, Flint Hand Guard
tconstruct:hand_guard:0, Cactus Hand Guard
tconstruct:hand_guard:0, Bone Hand Guard
tconstruct:hand_guard:0, Obsidian Hand Guard
tconstruct:hand_guard:0, Prismarine Hand Guard
tconstruct:hand_guard:0, End Hand Guard
tconstruct:hand_guard:0, Paper Hand Guard
tconstruct:hand_guard:0, Sponge Hand Guard
tconstruct:hand_guard:0, Firewood Hand Guard
tconstruct:hand_guard:0, Iron Hand Guard
tconstruct:hand_guard:0, Pig Iron Hand Guard
tconstruct:hand_guard:0, Knightslime Hand Guard
tconstruct:hand_guard:0, Slime Hand Guard
tconstruct:hand_guard:0, Slime Hand Guard
tconstruct:hand_guard:0, Magma Slime Hand Guard
tconstruct:hand_guard:0, Netherrack Hand Guard
tconstruct:hand_guard:0, Cobalt Hand Guard
tconstruct:hand_guard:0, Ardite Hand Guard
tconstruct:hand_guard:0, Manyullyn Hand Guard
tconstruct:hand_guard:0, Copper Hand Guard
tconstruct:hand_guard:0, Bronze Hand Guard
tconstruct:hand_guard:0, Lead Hand Guard
tconstruct:hand_guard:0, Silver Hand Guard
tconstruct:hand_guard:0, Electrum Hand Guard
tconstruct:hand_guard:0, Steel Hand Guard
tconstruct:hand_guard:0, Enderium Hand Guard
tconstruct:hand_guard:0, Platinum Hand Guard
tconstruct:hand_guard:0, Iridium Hand Guard
tconstruct:hand_guard:0, Mithril Hand Guard
tconstruct:hand_guard:0, Signalum Hand Guard
tconstruct:hand_guard:0, Lumium Hand Guard
tconstruct:hand_guard:0, Constantan Hand Guard
tconstruct:hand_guard:0, Invar Hand Guard
tconstruct:hand_guard:0, Nickel Hand Guard
tconstruct:hand_guard:0, Tin Hand Guard
tconstruct:hand_guard:0, Brass Hand Guard
tconstruct:hand_guard:0, Aluminum Hand Guard
tconstruct:hand_guard:0, Zinc Hand Guard
tconstruct:hand_guard:0, Refined Obsidian Hand Guard
tconstruct:hand_guard:0, Refined Glowstone Hand Guard
tconstruct:hand_guard:0, Osmium Hand Guard
tconstruct:hand_guard:0, Manasteel Hand Guard
tconstruct:hand_guard:0, Terrasteel Hand Guard
tconstruct:hand_guard:0, Elementium Hand Guard
tconstruct:hand_guard:0, Gaia Spirit Hand Guard
tconstruct:hand_guard:0, Yellorium Hand Guard
tconstruct:hand_guard:0, Cyanite Hand Guard
tconstruct:hand_guard:0, Blutonium Hand Guard
tconstruct:hand_guard:0, Ludicrite Hand Guard
tconstruct:hand_guard:0, Quartz Enriched Iron Hand Guard
tconstruct:hand_guard:0, Draconium Hand Guard
tconstruct:hand_guard:0, Wyvern Draconium Hand Guard
tconstruct:hand_guard:0, Awakened Draconium Hand Guard
tconstruct:hand_guard:0, Chaotic Draconium Hand Guard
tconstruct:hand_guard:0, Psimetal Hand Guard
tconstruct:hand_guard:0, Psigem Hand Guard
tconstruct:hand_guard:0, Ivory Psimetal Hand Guard
tconstruct:hand_guard:0, Ebony Psimetal Hand Guard
tconstruct:hand_guard:0, Dark Matter Hand Guard
tconstruct:hand_guard:0, Red Matter Hand Guard
tconstruct:hand_guard:0, Fluxed Electrum Hand Guard
tconstruct:hand_guard:0, Refined Iron Hand Guard
tconstruct:hand_guard:0, Tungsten Hand Guard
tconstruct:hand_guard:0, Titanium Hand Guard
tconstruct:hand_guard:0, Chrome Hand Guard
tconstruct:hand_guard:0, Advanced Alloy Hand Guard
tconstruct:hand_guard:0, Ruby Hand Guard
tconstruct:hand_guard:0, Sapphire Hand Guard
tconstruct:hand_guard:0, Peridot Hand Guard
tconstruct:hand_guard:0, Yellow Garnet Hand Guard
tconstruct:hand_guard:0, Red Garnet Hand Guard
tconstruct:hand_guard:0, Rubber Hand Guard
tconstruct:hand_guard:0, Certus Quartz Hand Guard
tconstruct:hand_guard:0, Fluix Crystal Hand Guard
tconstruct:cross_guard:0, Steeleaf Cross Guard
tconstruct:cross_guard:0, Fiery Cross Guard
tconstruct:cross_guard:0, Knightly Cross Guard
tconstruct:cross_guard:0, Wooden Cross Guard
tconstruct:cross_guard:0, Stone Cross Guard
tconstruct:cross_guard:0, Flint Cross Guard
tconstruct:cross_guard:0, Cactus Cross Guard
tconstruct:cross_guard:0, Bone Cross Guard
tconstruct:cross_guard:0, Obsidian Cross Guard
tconstruct:cross_guard:0, Prismarine Cross Guard
tconstruct:cross_guard:0, End Cross Guard
tconstruct:cross_guard:0, Paper Cross Guard
tconstruct:cross_guard:0, Sponge Cross Guard
tconstruct:cross_guard:0, Firewood Cross Guard
tconstruct:cross_guard:0, Iron Cross Guard
tconstruct:cross_guard:0, Pig Iron Cross Guard
tconstruct:cross_guard:0, Knightslime Cross Guard
tconstruct:cross_guard:0, Slime Cross Guard
tconstruct:cross_guard:0, Slime Cross Guard
tconstruct:cross_guard:0, Magma Slime Cross Guard
tconstruct:cross_guard:0, Netherrack Cross Guard
tconstruct:cross_guard:0, Cobalt Cross Guard
tconstruct:cross_guard:0, Ardite Cross Guard
tconstruct:cross_guard:0, Manyullyn Cross Guard
tconstruct:cross_guard:0, Copper Cross Guard
tconstruct:cross_guard:0, Bronze Cross Guard
tconstruct:cross_guard:0, Lead Cross Guard
tconstruct:cross_guard:0, Silver Cross Guard
tconstruct:cross_guard:0, Electrum Cross Guard
tconstruct:cross_guard:0, Steel Cross Guard
tconstruct:cross_guard:0, Enderium Cross Guard
tconstruct:cross_guard:0, Platinum Cross Guard
tconstruct:cross_guard:0, Iridium Cross Guard
tconstruct:cross_guard:0, Mithril Cross Guard
tconstruct:cross_guard:0, Signalum Cross Guard
tconstruct:cross_guard:0, Lumium Cross Guard
tconstruct:cross_guard:0, Constantan Cross Guard
tconstruct:cross_guard:0, Invar Cross Guard
tconstruct:cross_guard:0, Nickel Cross Guard
tconstruct:cross_guard:0, Tin Cross Guard
tconstruct:cross_guard:0, Brass Cross Guard
tconstruct:cross_guard:0, Aluminum Cross Guard
tconstruct:cross_guard:0, Zinc Cross Guard
tconstruct:cross_guard:0, Refined Obsidian Cross Guard
tconstruct:cross_guard:0, Refined Glowstone Cross Guard
tconstruct:cross_guard:0, Osmium Cross Guard
tconstruct:cross_guard:0, Manasteel Cross Guard
tconstruct:cross_guard:0, Terrasteel Cross Guard
tconstruct:cross_guard:0, Elementium Cross Guard
tconstruct:cross_guard:0, Gaia Spirit Cross Guard
tconstruct:cross_guard:0, Yellorium Cross Guard
tconstruct:cross_guard:0, Cyanite Cross Guard
tconstruct:cross_guard:0, Blutonium Cross Guard
tconstruct:cross_guard:0, Ludicrite Cross Guard
tconstruct:cross_guard:0, Quartz Enriched Iron Cross Guard
tconstruct:cross_guard:0, Draconium Cross Guard
tconstruct:cross_guard:0, Wyvern Draconium Cross Guard
tconstruct:cross_guard:0, Awakened Draconium Cross Guard
tconstruct:cross_guard:0, Chaotic Draconium Cross Guard
tconstruct:cross_guard:0, Psimetal Cross Guard
tconstruct:cross_guard:0, Psigem Cross Guard
tconstruct:cross_guard:0, Ivory Psimetal Cross Guard
tconstruct:cross_guard:0, Ebony Psimetal Cross Guard
tconstruct:cross_guard:0, Dark Matter Cross Guard
tconstruct:cross_guard:0, Red Matter Cross Guard
tconstruct:cross_guard:0, Fluxed Electrum Cross Guard
tconstruct:cross_guard:0, Refined Iron Cross Guard
tconstruct:cross_guard:0, Tungsten Cross Guard
tconstruct:cross_guard:0, Titanium Cross Guard
tconstruct:cross_guard:0, Chrome Cross Guard
tconstruct:cross_guard:0, Advanced Alloy Cross Guard
tconstruct:cross_guard:0, Ruby Cross Guard
tconstruct:cross_guard:0, Sapphire Cross Guard
tconstruct:cross_guard:0, Peridot Cross Guard
tconstruct:cross_guard:0, Yellow Garnet Cross Guard
tconstruct:cross_guard:0, Red Garnet Cross Guard
tconstruct:cross_guard:0, Rubber Cross Guard
tconstruct:cross_guard:0, Certus Quartz Cross Guard
tconstruct:cross_guard:0, Fluix Crystal Cross Guard
tconstruct:large_plate:0, Naga Scale Large Plate
tconstruct:large_plate:0, Steeleaf Large Plate
tconstruct:large_plate:0, Fiery Large Plate
tconstruct:large_plate:0, Knightly Large Plate
tconstruct:large_plate:0, Wooden Large Plate
tconstruct:large_plate:0, Stone Large Plate
tconstruct:large_plate:0, Flint Large Plate
tconstruct:large_plate:0, Cactus Large Plate
tconstruct:large_plate:0, Bone Large Plate
tconstruct:large_plate:0, Obsidian Large Plate
tconstruct:large_plate:0, Prismarine Large Plate
tconstruct:large_plate:0, End Large Plate
tconstruct:large_plate:0, Paper Large Plate
tconstruct:large_plate:0, Sponge Large Plate
tconstruct:large_plate:0, Firewood Large Plate
tconstruct:large_plate:0, Iron Large Plate
tconstruct:large_plate:0, Pig Iron Large Plate
tconstruct:large_plate:0, Knightslime Large Plate
tconstruct:large_plate:0, Slime Large Plate
tconstruct:large_plate:0, Slime Large Plate
tconstruct:large_plate:0, Magma Slime Large Plate
tconstruct:large_plate:0, Netherrack Large Plate
tconstruct:large_plate:0, Cobalt Large Plate
tconstruct:large_plate:0, Ardite Large Plate
tconstruct:large_plate:0, Manyullyn Large Plate
tconstruct:large_plate:0, Copper Large Plate
tconstruct:large_plate:0, Bronze Large Plate
tconstruct:large_plate:0, Lead Large Plate
tconstruct:large_plate:0, Silver Large Plate
tconstruct:large_plate:0, Electrum Large Plate
tconstruct:large_plate:0, Steel Large Plate
tconstruct:large_plate:0, Enderium Large Plate
tconstruct:large_plate:0, Platinum Large Plate
tconstruct:large_plate:0, Iridium Large Plate
tconstruct:large_plate:0, Mithril Large Plate
tconstruct:large_plate:0, Signalum Large Plate
tconstruct:large_plate:0, Lumium Large Plate
tconstruct:large_plate:0, Constantan Large Plate
tconstruct:large_plate:0, Invar Large Plate
tconstruct:large_plate:0, Nickel Large Plate
tconstruct:large_plate:0, Tin Large Plate
tconstruct:large_plate:0, Brass Large Plate
tconstruct:large_plate:0, Aluminum Large Plate
tconstruct:large_plate:0, Zinc Large Plate
tconstruct:large_plate:0, Refined Obsidian Large Plate
tconstruct:large_plate:0, Refined Glowstone Large Plate
tconstruct:large_plate:0, Osmium Large Plate
tconstruct:large_plate:0, Manasteel Large Plate
tconstruct:large_plate:0, Terrasteel Large Plate
tconstruct:large_plate:0, Elementium Large Plate
tconstruct:large_plate:0, Gaia Spirit Large Plate
tconstruct:large_plate:0, Yellorium Large Plate
tconstruct:large_plate:0, Cyanite Large Plate
tconstruct:large_plate:0, Blutonium Large Plate
tconstruct:large_plate:0, Ludicrite Large Plate
tconstruct:large_plate:0, Quartz Enriched Iron Large Plate
tconstruct:large_plate:0, Draconium Large Plate
tconstruct:large_plate:0, Wyvern Draconium Large Plate
tconstruct:large_plate:0, Awakened Draconium Large Plate
tconstruct:large_plate:0, Chaotic Draconium Large Plate
tconstruct:large_plate:0, Psimetal Large Plate
tconstruct:large_plate:0, Psigem Large Plate
tconstruct:large_plate:0, Ivory Psimetal Large Plate
tconstruct:large_plate:0, Ebony Psimetal Large Plate
tconstruct:large_plate:0, Dark Matter Large Plate
tconstruct:large_plate:0, Red Matter Large Plate
tconstruct:large_plate:0, Fluxed Electrum Large Plate
tconstruct:large_plate:0, Refined Iron Large Plate
tconstruct:large_plate:0, Tungsten Large Plate
tconstruct:large_plate:0, Titanium Large Plate
tconstruct:large_plate:0, Chrome Large Plate
tconstruct:large_plate:0, Advanced Alloy Large Plate
tconstruct:large_plate:0, Ruby Large Plate
tconstruct:large_plate:0, Sapphire Large Plate
tconstruct:large_plate:0, Peridot Large Plate
tconstruct:large_plate:0, Yellow Garnet Large Plate
tconstruct:large_plate:0, Red Garnet Large Plate
tconstruct:large_plate:0, Rubber Large Plate
tconstruct:large_plate:0, Certus Quartz Large Plate
tconstruct:large_plate:0, Fluix Crystal Large Plate
tconstruct:knife_blade:0, Steeleaf Knife Blade
tconstruct:knife_blade:0, Fiery Knife Blade
tconstruct:knife_blade:0, Knightly Knife Blade
tconstruct:knife_blade:0, Wooden Knife Blade
tconstruct:knife_blade:0, Stone Knife Blade
tconstruct:knife_blade:0, Flint Knife Blade
tconstruct:knife_blade:0, Cactus Knife Blade
tconstruct:knife_blade:0, Bone Knife Blade
tconstruct:knife_blade:0, Obsidian Knife Blade
tconstruct:knife_blade:0, Prismarine Knife Blade
tconstruct:knife_blade:0, End Knife Blade
tconstruct:knife_blade:0, Paper Knife Blade
tconstruct:knife_blade:0, Sponge Knife Blade
tconstruct:knife_blade:0, Firewood Knife Blade
tconstruct:knife_blade:0, Iron Knife Blade
tconstruct:knife_blade:0, Pig Iron Knife Blade
tconstruct:knife_blade:0, Knightslime Knife Blade
tconstruct:knife_blade:0, Slime Knife Blade
tconstruct:knife_blade:0, Slime Knife Blade
tconstruct:knife_blade:0, Magma Slime Knife Blade
tconstruct:knife_blade:0, Netherrack Knife Blade
tconstruct:knife_blade:0, Cobalt Knife Blade
tconstruct:knife_blade:0, Ardite Knife Blade
tconstruct:knife_blade:0, Manyullyn Knife Blade
tconstruct:knife_blade:0, Copper Knife Blade
tconstruct:knife_blade:0, Bronze Knife Blade
tconstruct:knife_blade:0, Lead Knife Blade
tconstruct:knife_blade:0, Silver Knife Blade
tconstruct:knife_blade:0, Electrum Knife Blade
tconstruct:knife_blade:0, Steel Knife Blade
tconstruct:knife_blade:0, Enderium Knife Blade
tconstruct:knife_blade:0, Platinum Knife Blade
tconstruct:knife_blade:0, Iridium Knife Blade
tconstruct:knife_blade:0, Mithril Knife Blade
tconstruct:knife_blade:0, Signalum Knife Blade
tconstruct:knife_blade:0, Lumium Knife Blade
tconstruct:knife_blade:0, Constantan Knife Blade
tconstruct:knife_blade:0, Invar Knife Blade
tconstruct:knife_blade:0, Nickel Knife Blade
tconstruct:knife_blade:0, Tin Knife Blade
tconstruct:knife_blade:0, Brass Knife Blade
tconstruct:knife_blade:0, Aluminum Knife Blade
tconstruct:knife_blade:0, Zinc Knife Blade
tconstruct:knife_blade:0, Refined Obsidian Knife Blade
tconstruct:knife_blade:0, Refined Glowstone Knife Blade
tconstruct:knife_blade:0, Osmium Knife Blade
tconstruct:knife_blade:0, Manasteel Knife Blade
tconstruct:knife_blade:0, Terrasteel Knife Blade
tconstruct:knife_blade:0, Elementium Knife Blade
tconstruct:knife_blade:0, Gaia Spirit Knife Blade
tconstruct:knife_blade:0, Yellorium Knife Blade
tconstruct:knife_blade:0, Cyanite Knife Blade
tconstruct:knife_blade:0, Blutonium Knife Blade
tconstruct:knife_blade:0, Ludicrite Knife Blade
tconstruct:knife_blade:0, Quartz Enriched Iron Knife Blade
tconstruct:knife_blade:0, Draconium Knife Blade
tconstruct:knife_blade:0, Wyvern Draconium Knife Blade
tconstruct:knife_blade:0, Awakened Draconium Knife Blade
tconstruct:knife_blade:0, Chaotic Draconium Knife Blade
tconstruct:knife_blade:0, Psimetal Knife Blade
tconstruct:knife_blade:0, Psigem Knife Blade
tconstruct:knife_blade:0, Ivory Psimetal Knife Blade
tconstruct:knife_blade:0, Ebony Psimetal Knife Blade
tconstruct:knife_blade:0, Dark Matter Knife Blade
tconstruct:knife_blade:0, Red Matter Knife Blade
tconstruct:knife_blade:0, Fluxed Electrum Knife Blade
tconstruct:knife_blade:0, Refined Iron Knife Blade
tconstruct:knife_blade:0, Tungsten Knife Blade
tconstruct:knife_blade:0, Titanium Knife Blade
tconstruct:knife_blade:0, Chrome Knife Blade
tconstruct:knife_blade:0, Advanced Alloy Knife Blade
tconstruct:knife_blade:0, Ruby Knife Blade
tconstruct:knife_blade:0, Sapphire Knife Blade
tconstruct:knife_blade:0, Peridot Knife Blade
tconstruct:knife_blade:0, Yellow Garnet Knife Blade
tconstruct:knife_blade:0, Red Garnet Knife Blade
tconstruct:knife_blade:0, Rubber Knife Blade
tconstruct:knife_blade:0, Certus Quartz Knife Blade
tconstruct:knife_blade:0, Fluix Crystal Knife Blade
tconstruct:bow_limb:0, Naga Scale Bowlimb
tconstruct:bow_limb:0, Steeleaf Bowlimb
tconstruct:bow_limb:0, Fiery Bowlimb
tconstruct:bow_limb:0, Wooden Bowlimb
tconstruct:bow_limb:0, Stone Bowlimb
tconstruct:bow_limb:0, Flint Bowlimb
tconstruct:bow_limb:0, Cactus Bowlimb
tconstruct:bow_limb:0, Bone Bowlimb
tconstruct:bow_limb:0, Obsidian Bowlimb
tconstruct:bow_limb:0, Prismarine Bowlimb
tconstruct:bow_limb:0, End Bowlimb
tconstruct:bow_limb:0, Paper Bowlimb
tconstruct:bow_limb:0, Sponge Bowlimb
tconstruct:bow_limb:0, Firewood Bowlimb
tconstruct:bow_limb:0, Iron Bowlimb
tconstruct:bow_limb:0, Pig Iron Bowlimb
tconstruct:bow_limb:0, Knightslime Bowlimb
tconstruct:bow_limb:0, Slime Bowlimb
tconstruct:bow_limb:0, Slime Bowlimb
tconstruct:bow_limb:0, Magma Slime Bowlimb
tconstruct:bow_limb:0, Netherrack Bowlimb
tconstruct:bow_limb:0, Cobalt Bowlimb
tconstruct:bow_limb:0, Ardite Bowlimb
tconstruct:bow_limb:0, Manyullyn Bowlimb
tconstruct:bow_limb:0, Copper Bowlimb
tconstruct:bow_limb:0, Bronze Bowlimb
tconstruct:bow_limb:0, Lead Bowlimb
tconstruct:bow_limb:0, Silver Bowlimb
tconstruct:bow_limb:0, Electrum Bowlimb
tconstruct:bow_limb:0, Steel Bowlimb
tconstruct:bow_limb:0, Enderium Bowlimb
tconstruct:bow_limb:0, Platinum Bowlimb
tconstruct:bow_limb:0, Iridium Bowlimb
tconstruct:bow_limb:0, Mithril Bowlimb
tconstruct:bow_limb:0, Signalum Bowlimb
tconstruct:bow_limb:0, Lumium Bowlimb
tconstruct:bow_limb:0, Constantan Bowlimb
tconstruct:bow_limb:0, Invar Bowlimb
tconstruct:bow_limb:0, Nickel Bowlimb
tconstruct:bow_limb:0, Tin Bowlimb
tconstruct:bow_limb:0, Brass Bowlimb
tconstruct:bow_limb:0, Aluminum Bowlimb
tconstruct:bow_limb:0, Zinc Bowlimb
tconstruct:bow_limb:0, Refined Obsidian Bowlimb
tconstruct:bow_limb:0, Refined Glowstone Bowlimb
tconstruct:bow_limb:0, Osmium Bowlimb
tconstruct:bow_limb:0, Manasteel Bowlimb
tconstruct:bow_limb:0, Terrasteel Bowlimb
tconstruct:bow_limb:0, Elementium Bowlimb
tconstruct:bow_limb:0, Gaia Spirit Bowlimb
tconstruct:bow_limb:0, Yellorium Bowlimb
tconstruct:bow_limb:0, Cyanite Bowlimb
tconstruct:bow_limb:0, Blutonium Bowlimb
tconstruct:bow_limb:0, Ludicrite Bowlimb
tconstruct:bow_limb:0, Quartz Enriched Iron Bowlimb
tconstruct:bow_limb:0, Draconium Bowlimb
tconstruct:bow_limb:0, Wyvern Draconium Bowlimb
tconstruct:bow_limb:0, Awakened Draconium Bowlimb
tconstruct:bow_limb:0, Chaotic Draconium Bowlimb
tconstruct:bow_limb:0, Psimetal Bowlimb
tconstruct:bow_limb:0, Psigem Bowlimb
tconstruct:bow_limb:0, Ivory Psimetal Bowlimb
